Datetime,Price,Market Cap,Volume
2025-02-24 23:07:36.417000,94242.24036204048,1868636911062.3494,29870131766.980896
2025-02-25 00:04:48.544000,94308.47790279647,1869736834706.3906,32710600198.619728
2025-02-25 01:04:55.855000,94634.09914253639,1876321108225.039,31012672288.31584
2025-02-25 02:04:43.068000,94136.87035612758,1866781249994.1592,35430259556.494026
2025-02-25 03:04:32.403000,93870.86137654915,1861458311666.809,33043964995.875618
2025-02-25 04:03:37.801000,93976.22734751913,1867573877327.0986,39477603238.45223
2025-02-25 05:04:58.981000,93954.42572459971,1863905213508.56,40811126718.608986
2025-02-25 06:04:10.160000,92361.39840402018,1834409048727.0303,39862846872.6093
2025-02-25 07:04:59.811000,91581.54822567313,1811646671301.7656,43517976327.902794
2025-02-25 08:01:30.844000,91837.13011638554,1824262891340.2627,51213227344.00521
2025-02-25 09:04:20.838000,92013.31215072384,1824501418217.069,53448662202.62272
2025-02-25 10:04:56.335000,92306.01372151902,1830452089410.4177,53544836879.487076
2025-02-25 11:04:46.408000,92105.6033404217,1827971946582.7393,54814224151.37516
2025-02-25 12:09:18.813000,91820.5412072708,1819093662170.775,50911157964.31408
2025-02-25 13:06:35.030000,91940.55326491955,1824037372096.328,55249732661.94768
2025-02-25 14:04:47.171000,91256.70542813146,1809369878103.366,47081274708.06086
2025-02-25 15:04:15.825000,89090.97043741599,1766268042264.339,58727498748.31095
2025-02-25 16:01:02.370000,89396.73950666585,1774041210855.8936,63921438401.71314
2025-02-25 17:05:57.382000,88440.37884721062,1747316425039.6956,71125725671.49629
2025-02-25 18:04:36.059000,88201.3382303592,1749131894137.8281,66095186354.68333
2025-02-25 19:04:46.178000,89256.52949098358,1770484358819.669,72127408750.2223
2025-02-25 20:04:40.670000,89391.201092851,1764621402954.7607,78698275794.06529
2025-02-25 21:09:28.139000,88789.8197934742,1760606322289.0361,81049990163.57509
2025-02-25 22:09:24.610000,86867.66638189416,1731204367644.946,88933388595.50702
2025-02-25 23:09:24.690000,86776.4546745387,1721146767112.169,92444646902.58954
2025-02-26 00:09:15.140000,87366.87218874015,1735684777044.0952,95421557256.55904
2025-02-26 01:09:41.791000,87392.79936497574,1730849925865.499,97098251032.13916
2025-02-26 02:01:49.546000,86941.61569710268,1726153569197.384,93147708695.7248
2025-02-26 03:04:53.681000,87837.98611845393,1742579467273.5596,94611962113.19905
2025-02-26 04:01:39.627000,88056.54698126936,1745380635964.7517,97912511332.68088
2025-02-26 05:09:45.639000,89142.8156418093,1760128275966.8276,103283525961.80804
2025-02-26 06:09:38.390000,89006.72620143932,1759775902216.9827,79531697446.36389
2025-02-26 07:08:53.938000,88463.02814951622,1754641969936.6802,97560110938.7967
2025-02-26 08:09:45.658000,88129.4582649271,1747554285065.7288,88514880473.02888
2025-02-26 09:05:27.951000,88582.89007988699,1759436697765.123,81820813903.36995
2025-02-26 10:08:26.575000,89010.2709977032,1766530843184.0618,79847591550.36002
2025-02-26 11:09:26.619000,88849.42547092162,1762066490935.6587,82822628163.64062
2025-02-26 12:04:43.636000,88627.54762623741,1757125704428.4404,86379082671.62964
2025-02-26 13:04:48.324000,88377.108768736,1753708770056.1602,90470966953.65767
2025-02-26 14:09:08.380000,88829.00914641502,1761276770018.358,85642432018.19295
2025-02-26 15:04:36.710000,88672.10610119285,1757988255247.3652,74596252668.6756
2025-02-26 16:04:17.986000,88447.98677406105,1753803671294.992,67872554863.41055
2025-02-26 17:04:49.265000,89035.46679968933,1766310331847.1128,70293623842.77264
2025-02-26 18:05:30.847000,89191.07152838832,1769331563832.426,68047520048.90093
2025-02-26 19:04:19.989000,88591.27153709585,1756834880108.749,61183715592.494705
2025-02-26 20:04:57.308000,87915.24559540932,1738783857371.4,63290231245.27464
